a_ascend,a_descend,a_jump,a_loadwalk,a_walk,p_bent,p_kneel,p_lie,p_sit,p_squat,p_stand,t_bend,t_kneel_stand,t_lie_sit,t_sit_lie,t_sit_stand,t_stand_kneel,t_stand_sit,t_straighten,t_turn
0,0,0,0,0,0,0.733333333333,0,0,0,0,0,0.266666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0.222222222222,0,0,0,0.259259259259,0,0.518518518519,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0.666666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.653846153846,0,0.346153846154,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.51724137931,0,0,0,0,0,0.48275862069,0,0,0,0,0,0,0,0,0
0,0,0,0,0.827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586207,0,0.137931034483
0,0,0,0,0.25,0,0,0,0.142857142857,0,0,0,0,0,0,0,0,0.321428571429,0,0.285714285714
0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0,0,0,0,0.642857142857,0,0
0,0,0,0,0,0,0,0,0.827586206897,0,0,0,0,0,0,0,0,0.172413793103,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0.233333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0.566666666667,0,0,0,0,0,0.433333333333,0,0,0,0,0
0,0,0,0,0,0,0,0.241379310345,0.103448275862,0,0,0,0,0,0.655172413793,0,0,0,0,0
0,0,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0.655172413793,0,0,0,0,0
0,0,0,0,0,0,0,0.655172413793,0,0,0,0,0,0,0.344827586207,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0.964285714286,0,0,0,0,0,0,0,0,0,0,0,0.0357142857143
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0.925925925926,0,0,0,0,0,0,0,0,0,0,0,0.0740740740741
0,0,0,0,0,0,0,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0.166666666667
0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.807692307692,0,0,0,0,0,0,0,0,0,0,0,0.192307692308
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.833333333333,0,0,0,0,0,0.166666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0.259259259259,0,0,0,0,0,0.740740740741,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0.666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.923076923077,0,0,0,0,0.0769230769231,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.666666666667,0,0.1,0,0,0,0,0.233333333333,0,0,0,0
0,0,0,0,0,0,0,0,0.214285714286,0,0.357142857143,0,0,0,0,0.428571428571,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.037037037037,0,0,0,0,0,0.851851851852,0,0,0,0,0,0.111111111111,0,0,0
0,0,0,0,0.310344827586,0,0.206896551724,0,0,0,0,0,0,0,0,0,0.137931034483,0.344827586207,0,0
0,0,0,0,0,0,0.37037037037,0,0,0,0,0.259259259259,0,0,0,0,0,0.37037037037,0,0
0,0,0,0,0,0.185185185185,0.37037037037,0,0.148148148148,0,0,0.0740740740741,0,0,0,0,0,0.222222222222,0,0
0,0,0,0,0,0.333333333333,0.333333333333,0,0.333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.333333333333,0.2,0,0.333333333333,0,0,0,0.133333333333,0,0,0,0,0,0,0
0,0,0,0,0,0.241379310345,0,0,0.310344827586,0,0.241379310345,0,0.103448275862,0,0,0.0344827586207,0,0,0.0689655172414,0
0,0,0,0,0,0,0,0,0,0,0.357142857143,0,0,0,0,0.357142857143,0,0,0.285714285714,0
0,0,0,0,0,0,0,0,0,0,0.827586206897,0,0,0,0,0.172413793103,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.217391304348,0.391304347826,0,0,0,0,0,0.0434782608696,0.347826086957,0,0
0,0,0,0,0,0,0,0,0.0689655172414,0.344827586207,0,0,0,0,0,0,0.310344827586,0.275862068966,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.291666666667,0.25,0,0,0,0,0,0.125,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.259259259259,0,0.37037037037,0,0,0.37037037037,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0.25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.866666666667,0,0,0,0,0,0,0.133333333333,0,0
0,0,0,0,0,0,0,0,0.3,0,0.333333333333,0,0,0,0,0,0,0.366666666667,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0,0,0.666666666667,0,0
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0
0,0,0,0,0,0,0,0,0.379310344828,0,0,0,0,0,0.620689655172,0,0,0,0,0
0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0.933333333333,0,0,0,0,0
0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0.666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0.607142857143,0,0,0,0,0,0,0.392857142857,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.933333333333,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0.862068965517,0,0,0,0,0,0,0,0,0,0,0,0.137931034483
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,0.928571428571,0,0,0,0,0,0,0,0,0,0,0,0.0714285714286
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.3
0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0,0,0,0.862068965517,0,0,0,0,0,0,0,0,0,0,0,0.137931034483
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0.233333333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0
0,0,0,0,0,0,0,0.137931034483,0,0,0,0,0,0.862068965517,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0.666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.933333333333,0,0,0,0,0,0,0.0666666666667,0,0,0,0
0,0,0,0,0,0,0,0,0.6,0,0.133333333333,0,0,0,0,0.266666666667,0,0,0,0
0,0,0,0,0,0,0,0,0.137931034483,0,0.344827586207,0,0,0,0,0.51724137931,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.965517241379,0,0,0,0,0.0344827586207,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0
0,0,0,0,0,0,0.0344827586207,0,0,0,0.655172413793,0,0,0,0,0,0.310344827586,0,0,0
0,0,0,0,0,0,0.333333333333,0,0,0,0.0333333333333,0.633333333333,0,0,0,0,0,0,0,0
0,0,0,0,0,0.172413793103,0.344827586207,0,0,0,0,0.48275862069,0,0,0,0,0,0,0,0
0,0,0,0,0,0.666666666667,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.666666666667,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.6,0.133333333333,0,0,0,0,0,0.2,0,0,0,0,0,0.0666666666667,0
0,0,0,0,0,0.0357142857143,0,0,0,0,0.321428571429,0,0.0357142857143,0,0,0,0,0,0.607142857143,0
0,0,0,0,0,0,0,0,0,0,0.428571428571,0,0,0,0,0,0,0,0.571428571429,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.1,0,0
0,0,0,0,0,0,0,0,0,0.269230769231,0.307692307692,0,0,0,0,0,0.0384615384615,0.384615384615,0,0
0,0,0,0,0,0,0.0689655172414,0,0,0.344827586207,0,0,0,0,0,0,0.241379310345,0.344827586207,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.285714285714,0,0,0,0.0952380952381,0,0.142857142857,0,0,0.47619047619,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.333333333333,0,0.333333333333,0,0,0.333333333333,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.448275862069,0,0.206896551724,0,0,0.344827586207,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.833333333333,0,0,0,0,0,0,0.166666666667,0,0
0,0,0,0,0,0,0,0,0.266666666667,0,0.366666666667,0,0,0,0,0,0,0.366666666667,0,0
0,0,0,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0,0.655172413793,0,0
0,0,0,0,0,0,0,0,0.689655172414,0,0,0,0,0,0,0,0,0.310344827586,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0.0333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0.344827586207,0,0,0,0,0,0.655172413793,0,0,0,0,0
0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.7,0,0,0,0,0
0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0.666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0.896551724138,0,0,0,0,0,0,0.103448275862,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0,0,0,0.233333333333
0,0,0,0,0,0,0,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0.166666666667
0,0,0,0,0,0,0,0.689655172414,0,0,0,0,0,0,0,0,0,0,0,0.310344827586
0,0,0,0,0,0,0,0.758620689655,0,0,0,0,0,0,0,0,0,0,0,0.241379310345
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.733333333333,0,0,0,0,0,0,0,0,0,0,0,0.266666666667
0,0,0,0,0,0,0,0.965517241379,0,0,0,0,0,0,0,0,0,0,0,0.0344827586207
0,0,0,0,0,0,0,0.714285714286,0,0,0,0,0,0,0,0,0,0,0,0.285714285714
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0.0333333333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0.333333333333,0,0,0,0,0,0
0,0,0,0,0,0,0,0.178571428571,0.214285714286,0,0,0,0,0.607142857143,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0.666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0.666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.896551724138,0,0,0,0,0.103448275862,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0.0333333333333,0,0,0,0
0,0,0,0,0,0,0,0,0.666666666667,0,0.1,0,0,0,0,0.233333333333,0,0,0,0
0,0,0,0,0,0,0,0,0.285714285714,0,0.357142857143,0,0,0,0,0.357142857143,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.413793103448,0,0,0,0,0.586206896552,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0.0333333333333,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0
0,0,0,0,0,0,0.133333333333,0,0,0,0.366666666667,0.3,0,0,0,0,0.2,0,0,0
0,0,0,0,0,0,0.344827586207,0,0,0,0,0.655172413793,0,0,0,0,0,0,0,0
0,0,0,0,0,0.48275862069,0.344827586207,0,0,0,0,0.172413793103,0,0,0,0,0,0,0,0
0,0,0,0,0,0.666666666667,0.233333333333,0,0,0,0,0,0.1,0,0,0,0,0,0,0
0,0,0,0,0,0.366666666667,0,0,0,0,0.1,0,0.233333333333,0,0,0,0,0,0.3,0
0,0,0,0,0,0,0,0,0,0,0.344827586207,0,0,0,0,0,0,0,0.655172413793,0
0,0,0,0,0,0,0,0,0,0,0.379310344828,0,0,0,0,0,0,0,0.620689655172,0
0,0,0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0,0.0333333333333,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.285714285714,0.5,0,0,0,0,0,0.0714285714286,0.142857142857,0,0
0,0,0,0,0,0,0.0344827586207,0,0,0.344827586207,0,0,0,0,0,0,0.275862068966,0.344827586207,0,0
0,0,0,0,0,0,0.333333333333,0,0.2,0.333333333333,0,0,0,0,0,0,0,0.133333333333,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.190476190476,0,0.47619047619,0.047619047619,0.047619047619,0,0.238095238095,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0666666666667,0,0.333333333333,0,0.333333333333,0,0,0.266666666667,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.48275862069,0,0.275862068966,0,0,0.241379310345,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.966666666667,0,0,0,0,0,0,0.0333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0.333333333333,0,0
0,0,0,0,0,0,0,0,0.0344827586207,0,0.586206896552,0,0,0,0,0,0,0.379310344828,0,0
0,0,0,0,0,0,0,0,0.333333333333,0,0.2,0,0,0,0,0,0,0.466666666667,0,0
0,0,0,0,0,0,0,0,0.413793103448,0,0,0,0,0,0,0,0,0.586206896552,0,0
0,0,0,0,0,0,0,0,0.766666666667,0,0,0,0,0,0,0,0,0.233333333333,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0
0,0,0,0,0,0,0,0.137931034483,0.172413793103,0,0,0,0,0,0.689655172414,0,0,0,0,0
0,0,0,0,0,0,0,0.333333333333,0,0,0,0,0,0,0.666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0.413793103448,0,0,0,0,0,0,0.586206896552,0,0,0,0,0
0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0.866666666667,0,0,0,0,0,0,0,0,0,0,0,0.133333333333
0,0,0,0,0,0,0,0.964285714286,0,0,0,0,0,0,0,0,0,0,0,0.0357142857143
0,0,0,0,0,0,0,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333
